image_name,tags
train_39483,clear primary
train_40118,clear primary
train_5128,clear habitation primary road
train_8375,agriculture partly_cloudy primary
train_2899,clear cultivation primary
train_15429,cultivation partly_cloudy primary
train_22368,agriculture clear cultivation primary
train_17206,clear cultivation habitation primary road
train_14123,clear primary
train_32980,clear cultivation primary
train_5883,clear cultivation primary
train_16649,clear primary
train_29012,clear primary
train_3946,clear primary
train_21230,clear cultivation primary
train_5644,clear habitation primary road
train_38247,agriculture clear habitation primary road
train_28302,agriculture clear cultivation primary
train_15950,clear primary
train_33575,clear habitation road
train_27973,clear primary
train_12689,agriculture partly_cloudy primary
train_26987,agriculture clear primary
train_1942,partly_cloudy primary
train_25086,agriculture clear habitation primary road
train_1756,cloudy
train_5904,agriculture cultivation partly_cloudy primary water
train_35952,agriculture habitation partly_cloudy primary road
train_22382,bare_ground clear primary
train_4859,partly_cloudy primary
train_16770,haze primary
train_26600,cloudy
train_12716,clear primary
train_13093,clear primary
train_18962,clear primary
train_13786,clear primary
train_7482,agriculture clear habitation primary road
train_36827,clear primary water
train_16316,clear primary
train_32467,cloudy
train_5867,clear primary
train_37233,agriculture clear habitation primary road
train_35720,clear primary
train_11527,clear primary
train_20932,blooming clear primary water
train_22425,clear primary
train_27881,agriculture clear habitation primary road water
train_6431,agriculture clear primary road
train_29123,partly_cloudy primary
train_19652,agriculture clear habitation road
train_24188,clear primary
train_23201,clear primary
train_28523,agriculture clear water
train_26970,artisinal_mine clear primary road water
train_4035,clear primary
train_35737,agriculture partly_cloudy primary road
train_31240,clear primary
train_22009,partly_cloudy primary
train_11420,agriculture clear primary road
train_34514,haze primary water
train_4968,agriculture clear primary road water
train_37544,clear primary
train_11653,agriculture partly_cloudy primary
train_7759,cloudy
train_38461,partly_cloudy primary
train_26201,haze primary
train_9135,partly_cloudy primary
train_15548,clear primary
train_21503,agriculture cultivation habitation partly_cloudy primary road water
train_2738,agriculture partly_cloudy primary
train_35984,bare_ground clear primary
train_222,agriculture clear cultivation habitation primary road water
train_34701,agriculture partly_cloudy
train_5799,agriculture cultivation partly_cloudy primary water
train_24507,partly_cloudy primary
train_23345,clear primary
train_22115,partly_cloudy primary road water
train_2759,clear habitation primary road
train_12492,clear primary
train_2837,cloudy
train_9757,clear primary
train_2460,agriculture clear primary road water
train_9543,cloudy
train_33026,agriculture partly_cloudy primary
train_24651,agriculture bare_ground clear cultivation primary
train_13918,clear habitation primary road
train_14342,agriculture clear primary road
train_8859,agriculture clear primary water
train_14438,clear primary water
train_18714,clear primary
train_8349,bare_ground clear primary road
train_10281,haze primary water
train_10286,partly_cloudy primary
train_10313,clear primary
train_9971,clear primary
train_20930,partly_cloudy primary
train_34821,clear primary
train_24101,clear primary
train_583,clear primary
train_20466,agriculture clear habitation primary
train_10994,partly_cloudy primary
train_13579,agriculture haze primary road
train_22258,clear primary
train_27429,agriculture partly_cloudy primary water
train_10033,clear primary road water
train_3852,agriculture partly_cloudy primary road slash_burn
train_7713,clear primary
train_14827,clear primary
train_24935,agriculture clear cultivation primary
train_32261,agriculture habitation partly_cloudy primary water
train_18793,agriculture clear primary
train_2166,clear primary
train_9758,agriculture clear habitation primary road
train_39282,clear primary
train_13445,partly_cloudy primary
train_20795,clear primary
train_31830,clear primary
train_15565,clear primary
train_30452,partly_cloudy primary road
train_32771,clear primary
train_20993,agriculture clear primary
train_39610,clear primary
train_27171,agriculture haze primary road
train_31534,clear primary
train_4862,clear primary
train_33788,clear primary
train_3959,clear primary
train_17353,blooming clear primary
train_7709,agriculture clear habitation primary road water
train_5257,cloudy
train_18576,agriculture clear cultivation primary road
train_24139,cloudy
train_14923,agriculture clear cultivation primary
train_15869,clear primary
train_33835,agriculture haze primary road
train_30474,clear primary road selective_logging
train_741,clear primary
train_7219,clear primary
train_30316,agriculture clear habitation primary road
train_15961,partly_cloudy primary water
train_3192,agriculture partly_cloudy primary road
train_4701,bare_ground clear habitation primary
train_33932,clear primary
train_8055,clear primary
train_37511,blooming clear primary
train_15443,partly_cloudy primary water
train_3538,agriculture habitation partly_cloudy primary road water
train_6632,clear habitation primary road
train_11974,clear primary
train_9342,agriculture clear primary
train_36590,clear primary road water
train_6673,agriculture clear primary road
train_36632,clear primary
train_38890,cloudy
train_5684,cultivation habitation partly_cloudy primary road
train_19635,agriculture clear cultivation primary
train_26932,agriculture clear primary
train_33192,agriculture clear primary road
train_18039,partly_cloudy primary
train_33319,partly_cloudy primary road
train_8428,clear primary road
train_24645,clear habitation primary road
train_23303,partly_cloudy primary
train_512,agriculture clear habitation primary road water
train_32157,bare_ground clear primary road
train_4852,agriculture clear cultivation habitation primary road
train_6653,partly_cloudy primary
train_21761,partly_cloudy primary
train_2415,agriculture clear primary
train_35431,agriculture clear primary
train_19935,clear primary water
train_25515,agriculture clear habitation primary road water
train_8504,agriculture clear primary road
train_32140,partly_cloudy primary
train_24074,clear primary
train_31635,clear primary
train_9696,agriculture clear primary road
train_1811,clear primary
train_16102,clear primary
train_39096,clear primary road selective_logging
train_38515,clear primary
train_27299,agriculture haze primary road water
train_2323,partly_cloudy primary
train_35771,agriculture clear primary road
train_40346,agriculture clear cultivation primary
train_23847,clear cultivation primary slash_burn
train_19254,clear primary water
train_7964,agriculture cultivation partly_cloudy primary
train_16560,bare_ground clear primary road
train_32879,partly_cloudy primary water
train_13672,agriculture clear cultivation primary road water
train_34978,partly_cloudy primary
train_6168,clear primary water
train_33765,haze primary
train_25080,clear primary
train_5335,clear primary
train_26851,partly_cloudy primary
train_22719,clear primary
train_25791,clear primary
train_4839,agriculture clear primary
train_20055,agriculture partly_cloudy primary
train_32076,haze primary
train_20114,clear primary water
train_25064,clear primary
train_5087,agriculture clear primary
train_16078,agriculture clear habitation primary road water
train_6518,cloudy
train_20180,clear primary
train_28727,agriculture clear habitation primary road
train_984,cloudy
train_15849,clear primary
train_17740,clear primary
train_6467,partly_cloudy primary
train_8623,agriculture cultivation habitation partly_cloudy primary road
train_4397,clear primary
train_10471,clear primary
train_27704,agriculture clear cultivation habitation primary road
train_37303,haze primary
train_12785,clear conventional_mine habitation primary
train_1943,clear primary
train_26143,clear primary
train_710,clear primary
train_8099,clear primary
train_26584,agriculture partly_cloudy primary road
train_25693,clear cultivation primary water
train_8006,clear primary water
train_15465,agriculture clear primary
train_8127,haze primary
train_3422,clear primary
train_6334,clear primary
train_12106,clear primary
train_19482,bare_ground clear primary water
train_19553,agriculture clear primary road water
train_6046,agriculture haze primary road
train_885,cultivation haze primary
train_3405,clear primary
train_27997,agriculture partly_cloudy primary road
train_38208,clear primary
train_38165,agriculture clear cultivation habitation primary
train_30868,agriculture partly_cloudy primary
train_2592,clear primary
train_36108,agriculture clear habitation primary road water
train_7387,cloudy
train_15239,agriculture partly_cloudy primary
train_34084,agriculture partly_cloudy primary
train_32633,agriculture clear habitation primary road
train_7554,haze primary
train_4930,agriculture clear cultivation primary
train_9088,agriculture clear primary road water
train_39578,clear primary
train_31323,partly_cloudy primary
train_5303,clear primary
train_8476,partly_cloudy primary water
train_35747,bare_ground clear habitation road
train_27572,agriculture clear cultivation habitation primary
train_11732,partly_cloudy primary
train_2445,clear primary
train_5268,partly_cloudy primary
train_26380,clear primary road water
train_17268,agriculture clear cultivation primary
train_997,artisinal_mine clear primary road selective_logging water
train_36874,agriculture clear primary road water
train_18450,agriculture clear primary road
train_8799,agriculture clear primary road
train_38377,agriculture clear habitation primary road
train_2374,agriculture clear cultivation primary road
train_39696,clear habitation primary water
train_14092,partly_cloudy primary
train_9440,clear primary
train_29991,agriculture clear primary road
train_21169,clear primary water
train_36158,clear primary
train_13306,agriculture cultivation partly_cloudy primary
train_3727,agriculture clear habitation primary road
train_30549,clear primary
train_20388,blooming clear primary
train_5149,clear primary
train_11099,clear primary
train_21449,agriculture haze primary
train_32522,partly_cloudy primary
train_13140,clear primary
train_5235,cloudy
train_13333,agriculture clear habitation road
train_37900,cloudy
train_18329,cloudy
train_18436,clear primary
train_36622,clear primary
train_1949,clear primary water
train_24586,haze primary
train_25567,agriculture clear cultivation primary
train_11822,clear primary
train_19486,clear primary
train_36425,clear primary
train_11414,haze primary water
train_9656,partly_cloudy primary
train_9438,cloudy
train_22734,agriculture clear primary
train_1633,clear primary
train_36672,clear primary
train_32882,cloudy
train_24556,agriculture clear primary road water
train_38581,clear primary
train_27919,agriculture clear cultivation habitation primary road
train_25352,partly_cloudy primary
train_3163,clear primary
train_18138,clear primary road water
train_27455,agriculture partly_cloudy primary
train_11703,clear primary
train_37080,partly_cloudy primary
train_29389,bare_ground haze
train_36041,artisinal_mine clear primary water
train_26941,clear primary
train_37523,clear primary
train_28961,clear primary water
train_26205,agriculture clear primary
train_16469,agriculture partly_cloudy primary road water
train_11427,agriculture clear cultivation habitation primary road
train_30888,clear primary
train_22899,partly_cloudy primary
train_27442,partly_cloudy primary road
train_1415,partly_cloudy primary
train_23230,clear habitation primary road
train_27328,partly_cloudy primary
train_19218,agriculture clear cultivation habitation primary road
train_35580,clear primary road water
train_15061,clear primary
train_21699,clear primary
train_23854,agriculture clear habitation primary road
train_33129,partly_cloudy primary
train_10494,clear primary
train_22098,blooming clear primary
train_20239,cloudy
train_5241,agriculture clear habitation primary road water
train_3998,agriculture clear primary road
train_1168,clear primary
train_33780,clear primary
train_28897,partly_cloudy primary
train_7275,agriculture clear primary road water
train_37246,clear primary
train_5000,agriculture clear primary
train_39223,partly_cloudy primary
train_37271,agriculture partly_cloudy primary
train_4181,partly_cloudy primary water
train_32115,clear primary
train_30540,clear primary
train_12131,agriculture clear cultivation
train_33050,clear cultivation primary
train_37266,clear primary
train_38044,haze primary road
train_36462,agriculture partly_cloudy water
train_8446,agriculture clear habitation primary road
train_32700,agriculture clear primary road
train_824,clear primary
train_19274,agriculture partly_cloudy primary road water
train_12013,clear primary road water
train_204,clear primary
train_4939,clear primary
train_33155,agriculture habitation partly_cloudy primary road
train_85,clear primary water
train_11516,clear primary water
train_21106,clear primary
train_20365,agriculture cultivation partly_cloudy primary water
train_4856,partly_cloudy primary road water
train_34627,clear primary
train_18882,clear primary water
train_29431,clear primary
train_16141,haze primary road
train_21519,clear primary water
train_23048,clear primary
train_36567,agriculture cultivation partly_cloudy primary
train_28827,haze primary
train_4211,clear primary
train_5695,blow_down clear primary
train_8439,agriculture clear habitation primary road
train_22583,clear primary water
train_12777,clear primary
train_10615,clear primary
train_38175,partly_cloudy primary
train_23896,agriculture clear primary
train_20813,clear primary
train_29679,clear primary
train_939,clear primary
train_2726,clear primary
train_22090,clear primary
train_32850,clear primary
train_32529,agriculture clear cultivation primary
train_24356,cloudy
train_16751,clear habitation road
train_8593,clear primary
train_19134,clear primary
train_23874,blow_down partly_cloudy primary
train_26953,clear primary
train_23630,clear primary
train_14691,agriculture clear cultivation primary water
train_5745,clear primary water
train_29500,clear primary water
train_28545,clear cultivation primary water
train_28970,agriculture partly_cloudy primary
train_14066,agriculture clear primary road
train_13830,cloudy
train_15896,clear primary
train_21883,clear cultivation primary
train_7985,agriculture bare_ground clear primary
train_31637,clear primary
train_17198,agriculture partly_cloudy primary road
train_35369,clear primary
train_35644,clear primary
train_105,clear primary
train_17481,clear cultivation primary
train_27450,clear primary
train_18272,artisinal_mine clear primary water
train_5228,haze primary water
train_10906,agriculture clear primary road water
train_4260,clear primary
train_13484,clear primary
train_14695,agriculture clear primary
train_15041,haze primary
train_31751,clear primary
train_33854,clear cultivation primary water
train_6720,agriculture partly_cloudy primary
train_3055,clear primary
train_4789,clear water
train_30751,agriculture clear cultivation primary
train_3702,clear cultivation primary
train_31990,agriculture bare_ground clear primary road
train_7556,cloudy
train_39563,agriculture clear primary road water
train_28831,cloudy
train_1936,clear primary water
train_29067,clear primary
train_6159,agriculture clear cultivation primary
train_27945,cloudy
train_18311,clear primary
train_27520,clear primary
train_34357,clear primary
train_5392,clear primary
train_12093,partly_cloudy primary
train_8808,clear primary
train_31822,cloudy
train_553,agriculture partly_cloudy primary road
train_19853,clear primary
train_2892,clear primary
train_35109,clear primary water
train_18046,clear primary
train_17051,clear primary
train_19615,agriculture partly_cloudy primary road
train_10873,clear primary
train_18661,cloudy
train_13311,partly_cloudy primary
train_13055,clear primary
train_36223,partly_cloudy primary water
train_10730,clear primary
train_21826,clear primary
train_25000,haze primary
train_10908,cloudy
train_39934,clear primary
train_16112,cloudy
train_11033,partly_cloudy primary
train_19832,clear primary
train_6557,agriculture clear primary
train_6250,agriculture clear habitation road
train_27648,clear primary
train_32595,haze primary
train_38055,agriculture clear primary road
train_31181,agriculture cultivation partly_cloudy primary
train_17693,agriculture clear primary
train_19231,partly_cloudy primary
train_6368,agriculture clear cultivation primary selective_logging water
train_6325,agriculture partly_cloudy primary road
train_27521,agriculture clear primary
train_31331,haze primary
train_17326,clear primary
train_14181,cloudy
train_4158,agriculture clear primary road
train_8497,partly_cloudy primary
train_32884,agriculture clear primary
train_15460,agriculture clear habitation road
train_2886,clear cultivation primary
train_37513,agriculture clear primary
train_28539,clear primary
train_32931,partly_cloudy primary
train_5879,clear primary
train_9833,conventional_mine partly_cloudy primary
train_4049,clear primary
train_144,agriculture partly_cloudy primary selective_logging
train_14130,bare_ground clear primary water
train_15660,partly_cloudy primary
train_12009,cloudy
train_25394,clear primary
train_9613,clear primary
train_14015,clear primary
train_19193,agriculture clear primary
train_24364,agriculture partly_cloudy primary water
train_12592,cloudy
train_34384,clear primary
train_36919,clear primary
train_33707,partly_cloudy primary
train_14523,clear primary
train_8957,agriculture habitation partly_cloudy primary road
train_1198,clear primary
train_10120,agriculture clear primary
train_18406,partly_cloudy primary
train_7483,clear primary water
train_18687,clear primary
train_31794,partly_cloudy primary
train_33596,clear primary water
train_2978,clear primary
train_35880,haze primary
train_11682,agriculture cultivation partly_cloudy primary
train_37270,agriculture partly_cloudy primary
train_9113,partly_cloudy primary
train_31627,partly_cloudy primary
train_14139,clear primary
train_38607,agriculture blow_down partly_cloudy primary
train_11045,clear primary
train_20730,agriculture clear primary
train_27718,clear primary water
train_20456,clear primary
train_14043,clear primary
train_39376,partly_cloudy primary
train_22005,clear primary
train_2269,agriculture clear primary road
train_9830,artisinal_mine clear primary road water
train_23910,clear primary
train_39354,clear primary
train_6382,partly_cloudy primary
train_27427,partly_cloudy primary
train_13359,bare_ground clear primary
train_8143,clear primary
train_12681,agriculture clear habitation primary road water
train_32626,agriculture clear primary
train_1450,cloudy
train_4131,clear primary
train_29425,clear primary
train_5495,clear primary water
train_13481,agriculture clear primary road
train_9893,agriculture clear habitation primary
train_5988,partly_cloudy primary
train_20604,agriculture cultivation partly_cloudy primary water
train_37497,haze primary water
train_33011,clear primary
train_22882,partly_cloudy primary water
train_31205,haze primary road
train_10924,bare_ground clear primary selective_logging slash_burn water
train_23009,clear primary
train_37653,agriculture clear primary
train_29553,clear primary water
train_473,clear primary
train_4375,clear primary
train_17224,clear primary
train_6061,agriculture clear cultivation primary
train_13370,cloudy
train_2502,agriculture clear cultivation primary slash_burn
train_32226,haze primary
train_1372,clear primary
train_22592,clear primary
train_40049,clear primary
train_19044,artisinal_mine clear primary water
train_35776,partly_cloudy primary
train_13710,agriculture clear habitation primary road
train_36319,haze primary
train_39616,clear primary
train_40172,partly_cloudy primary
train_37997,agriculture clear primary road
train_1632,partly_cloudy primary water
train_9669,haze primary water
train_29459,blooming clear primary
train_1825,clear primary
train_33566,partly_cloudy primary
train_9430,agriculture clear primary road
train_7646,agriculture clear primary
train_25201,clear primary
train_21203,clear primary
train_15167,agriculture clear cultivation primary
train_34576,agriculture partly_cloudy primary
train_19931,clear primary
train_28577,agriculture partly_cloudy primary road
train_16526,partly_cloudy primary
train_27839,clear habitation primary road
train_6847,agriculture clear primary road
train_11010,bare_ground clear primary
train_38040,haze primary
train_29344,partly_cloudy primary
train_30326,agriculture clear cultivation primary road
train_24065,partly_cloudy primary water
train_40044,clear primary
train_30859,clear primary
train_4426,partly_cloudy primary
train_25602,cloudy
train_29281,blooming clear primary
train_39968,clear primary road water
train_9268,agriculture clear primary road water
train_15432,clear primary
train_37066,agriculture partly_cloudy primary road
train_17239,clear water
train_13968,clear primary
train_1588,clear primary
train_29451,clear habitation road
train_22618,clear primary
train_35332,agriculture partly_cloudy primary road
train_37485,agriculture clear primary
train_4431,agriculture haze primary
train_16564,agriculture partly_cloudy primary
train_11474,clear primary selective_logging
train_12986,clear primary
train_1083,clear primary
train_8638,partly_cloudy primary road
train_5354,clear primary
train_11018,agriculture partly_cloudy primary road water
train_8934,clear primary road water
train_22594,partly_cloudy primary
train_36083,agriculture clear habitation road
train_26324,clear primary
train_14681,clear primary
train_36115,clear primary
train_4110,partly_cloudy primary water
train_38342,agriculture clear primary
train_19259,clear primary
train_15378,agriculture partly_cloudy primary
train_17191,agriculture bare_ground clear primary water
train_19910,cloudy
train_1548,clear primary water
train_16959,clear primary
train_18994,partly_cloudy primary
train_19222,clear primary
train_13642,agriculture clear primary road
train_1938,cloudy
train_16276,agriculture clear primary water
train_34173,clear primary road water
train_40236,cloudy
train_24743,agriculture clear cultivation habitation primary road
train_5468,clear cultivation primary road
train_15051,clear primary
train_6270,agriculture partly_cloudy primary
train_6146,bare_ground clear primary road water
train_10755,agriculture clear primary road
train_27188,clear primary
train_5095,clear cultivation primary
train_13304,clear primary
train_31839,agriculture partly_cloudy primary
train_1358,clear primary
train_9054,clear primary
train_23167,clear primary
train_32845,agriculture clear cultivation primary
train_2226,clear primary
train_22423,clear primary
train_33217,agriculture clear primary road water
train_29464,agriculture clear primary road water
train_11755,partly_cloudy primary
train_4092,agriculture cultivation partly_cloudy primary
train_3056,agriculture clear cultivation primary
train_19094,clear primary water
train_16336,clear primary
train_39061,cloudy
train_28226,agriculture partly_cloudy primary
train_16656,agriculture habitation partly_cloudy primary
train_17497,agriculture clear habitation primary road water
train_1425,clear primary
train_27665,haze primary
train_24453,cloudy
train_4538,agriculture clear cultivation primary road
train_782,cloudy
train_35557,agriculture clear cultivation primary
train_3271,clear cultivation primary water
train_15920,haze primary
train_6396,clear primary
train_10980,clear primary selective_logging
train_18056,clear primary
train_24917,cloudy
train_26244,clear primary
train_6613,clear habitation road
train_2669,agriculture haze primary road
train_2785,clear primary
train_6951,agriculture clear primary road
train_36473,clear primary water
train_7954,agriculture clear cultivation primary
train_37901,partly_cloudy primary
train_39048,agriculture clear cultivation primary
train_39674,cloudy
train_3175,partly_cloudy primary
train_6780,agriculture clear cultivation primary
train_24681,clear primary water
train_10484,partly_cloudy primary
train_21133,partly_cloudy primary
train_369,agriculture clear cultivation habitation primary
train_4996,clear primary
train_22860,cloudy
train_6087,agriculture cultivation partly_cloudy primary
train_16230,clear primary
train_32319,clear primary water
train_6525,clear primary water
train_38404,clear primary
train_35194,agriculture habitation partly_cloudy primary road
train_37709,clear primary
train_2521,clear primary road
train_32350,clear primary
train_18378,agriculture clear habitation primary road
train_17450,clear primary
train_25224,agriculture bare_ground clear habitation primary road
train_37565,partly_cloudy primary
train_13040,clear primary water
train_17159,agriculture clear cultivation primary water
train_28588,clear primary
train_12959,partly_cloudy primary road water
train_6010,clear primary
train_9812,agriculture clear primary road
train_12744,partly_cloudy primary
train_12808,agriculture partly_cloudy primary
train_6940,clear primary water
train_25887,agriculture partly_cloudy primary
train_8190,haze primary
train_25223,cloudy
train_20792,clear primary
train_8658,cloudy
train_27975,agriculture clear cultivation habitation primary road
train_13369,clear primary
train_7001,clear primary
train_31574,clear primary
train_14236,agriculture clear habitation primary road
train_9929,clear primary
train_33819,clear primary
train_30828,cloudy
train_14077,partly_cloudy primary
train_24546,agriculture clear primary
train_21522,partly_cloudy primary
train_27057,blooming clear primary
train_29354,agriculture clear primary water
train_39800,partly_cloudy primary
train_18403,clear primary
train_5721,agriculture clear primary
train_37036,clear primary water
train_6109,clear primary
train_19864,clear primary
train_16027,agriculture partly_cloudy primary
train_33985,clear primary water
train_25440,agriculture clear primary water
train_26198,partly_cloudy primary
train_3254,clear primary
train_29218,haze primary
train_30063,agriculture clear primary water
train_25787,clear primary
train_1890,clear primary
train_25668,clear primary
train_33244,clear primary
train_8625,partly_cloudy primary
train_3817,clear primary
train_31944,clear primary
train_33472,agriculture clear primary water
train_5017,partly_cloudy primary
train_18299,agriculture clear habitation primary road
train_9949,agriculture clear primary
train_29008,clear primary
train_25925,clear primary
train_24778,partly_cloudy primary
train_359,agriculture partly_cloudy primary
train_3186,clear primary
train_23260,clear primary
train_29819,partly_cloudy primary
train_8814,agriculture clear cultivation primary
train_19606,clear primary
train_34838,haze primary
train_5224,cloudy
train_30044,partly_cloudy primary
train_29606,partly_cloudy primary water
train_38237,clear primary
train_13777,clear primary road water
train_34921,clear primary
train_14575,clear primary
train_14892,agriculture clear cultivation primary
train_20949,clear primary
train_36739,blooming clear primary
train_5210,clear primary
train_13163,agriculture bare_ground clear cultivation habitation primary road
train_21353,partly_cloudy primary
train_14773,cloudy
train_28829,clear primary
train_22542,agriculture clear cultivation primary
train_5974,clear primary
train_19303,clear primary
train_38066,partly_cloudy primary
train_18948,clear primary
train_35140,clear primary
train_17827,agriculture clear primary
train_20579,clear cultivation primary
train_2662,agriculture clear cultivation primary
train_24644,clear primary
train_9679,clear primary
train_14477,clear primary
train_25356,clear primary
train_2635,haze primary water
train_20630,agriculture clear primary
train_31803,haze primary
train_9828,clear primary
train_24041,agriculture clear primary water
train_25367,partly_cloudy primary
train_2380,cloudy
train_31460,clear primary
train_19192,clear primary water
train_9595,haze primary water
train_29758,agriculture clear cultivation habitation primary road water
train_6189,clear primary
train_23810,clear primary
train_39687,clear primary water
train_30321,agriculture cultivation partly_cloudy primary
train_16805,agriculture clear cultivation habitation primary road
train_15214,clear primary
train_1785,agriculture clear primary road
train_36860,clear primary
train_25079,clear primary
train_11677,agriculture clear primary water
train_37111,haze primary
train_780,agriculture clear cultivation primary
train_1300,partly_cloudy primary water
train_16612,agriculture clear primary
train_17568,clear primary
train_17540,agriculture clear habitation primary
train_23629,clear primary
train_1460,clear primary
train_33437,clear primary
train_23387,clear primary
train_1091,agriculture clear habitation primary road
train_35365,clear primary
train_571,partly_cloudy primary
train_26543,agriculture clear primary road
train_31190,clear primary
train_17732,clear primary
train_16173,clear primary
train_4376,clear primary
train_27950,clear primary
train_29055,clear primary
train_17192,partly_cloudy primary
train_29766,clear primary
train_8176,agriculture clear primary road
train_3551,bare_ground cultivation habitation partly_cloudy primary
train_8030,clear primary
train_31708,clear primary
train_4362,cloudy
train_26870,clear primary
train_26917,clear primary
train_29155,clear cultivation primary
train_29192,clear primary
train_6811,clear primary
train_5966,partly_cloudy primary
train_20830,clear primary
train_1634,agriculture clear primary road
train_20310,cloudy
train_30457,agriculture clear primary road water
train_24824,clear primary
train_1280,agriculture cultivation partly_cloudy primary
train_92,agriculture clear habitation primary road
train_20414,agriculture clear habitation primary road
train_39501,clear primary road water
train_20395,agriculture clear primary road
train_1155,clear primary
train_33784,partly_cloudy primary
train_38903,partly_cloudy primary
train_20877,clear cultivation primary
train_24565,partly_cloudy primary
train_18695,clear primary water
train_15859,clear primary
train_15257,partly_cloudy primary
train_34729,clear primary
train_20615,clear primary
train_19316,clear primary
train_25518,agriculture clear habitation primary road
train_25867,clear primary
train_19783,agriculture clear primary road water
train_33537,clear primary
train_29989,partly_cloudy primary water
train_4004,agriculture clear primary road
train_82,blooming clear cultivation habitation primary slash_burn
train_3581,agriculture clear habitation primary road
train_19273,clear primary water
train_35011,clear primary
train_34813,clear primary
train_7757,clear primary
train_5070,partly_cloudy primary
train_9248,clear primary
train_32218,agriculture clear cultivation primary road slash_burn
train_6176,clear primary
train_32130,agriculture clear habitation primary road
train_39036,clear cultivation primary water
train_31593,haze primary
train_2474,clear primary water
train_37763,clear primary road
train_16587,clear primary
train_1010,clear primary
train_12670,blooming clear primary
train_15983,clear primary
train_23563,clear primary
train_9531,agriculture clear cultivation primary
train_15730,clear primary
train_19752,clear primary
train_5747,clear primary
train_30845,agriculture bare_ground clear primary road
train_24010,partly_cloudy primary
train_2856,agriculture clear primary
train_23282,agriculture cultivation haze primary
train_11938,bare_ground clear primary
train_24173,clear primary
train_4574,agriculture clear habitation road
train_6843,clear primary
train_17467,clear primary
train_19265,agriculture clear primary road selective_logging
train_13171,clear primary road selective_logging
train_35686,agriculture clear primary road
train_1978,clear primary
train_1590,clear primary
train_31178,clear cultivation primary
train_19686,agriculture clear cultivation primary
train_36474,clear primary
train_23776,clear habitation road water
train_38521,partly_cloudy primary water
train_18132,clear habitation primary road water
train_37022,clear primary
train_25929,clear primary
train_26024,clear primary
train_1046,agriculture clear habitation primary road
train_36128,agriculture clear habitation road
train_18746,agriculture clear cultivation primary
train_19536,clear primary
train_29530,agriculture clear primary
train_39374,agriculture clear primary road water
train_34448,agriculture cultivation partly_cloudy primary
train_29564,clear primary
train_29906,partly_cloudy primary water
train_32018,clear primary water
train_29601,clear primary
train_2550,cloudy
train_8538,agriculture clear habitation primary road water
train_31230,partly_cloudy primary
train_32891,clear cultivation primary
train_24526,haze primary
train_40336,partly_cloudy primary
train_24488,clear primary
train_31129,cloudy
train_863,clear primary
train_860,cloudy
train_7381,clear primary
train_30774,agriculture clear cultivation primary road water
train_32426,clear primary
train_30739,clear primary
train_38960,clear primary
train_16916,agriculture clear primary road water
train_14008,agriculture clear primary water
train_6510,clear primary
train_3495,clear primary
train_17695,agriculture clear primary
train_37573,agriculture cultivation habitation partly_cloudy primary
train_12931,partly_cloudy primary
train_4549,cultivation partly_cloudy primary water
train_2907,clear primary
train_6265,clear primary
train_34450,clear primary
train_9841,clear primary
train_16683,agriculture partly_cloudy primary
train_26504,clear primary
train_37340,agriculture clear primary
train_13702,agriculture clear primary road
train_27626,clear primary
train_18509,clear primary
train_18221,clear primary water
train_11008,cloudy
train_31339,cloudy
train_14063,agriculture clear primary
train_12506,clear primary
train_38962,clear primary
train_32202,clear primary water
train_12335,clear primary
train_26351,clear primary
train_28570,agriculture cultivation partly_cloudy primary slash_burn
train_38478,partly_cloudy primary
train_35678,clear primary
train_15628,agriculture clear cultivation primary
train_9261,clear primary
train_29945,agriculture clear cultivation primary
train_19319,clear primary
train_12032,clear primary
train_12792,agriculture clear habitation primary road
train_10879,clear primary
train_21764,clear primary
train_13877,clear habitation primary water
train_12279,clear primary
train_28285,clear primary
train_6472,clear primary
train_40230,clear primary
train_40101,haze primary
train_16861,agriculture clear road
train_17342,clear primary water
train_7108,clear primary
train_19248,agriculture clear cultivation primary road
train_21173,agriculture clear primary road
train_38189,haze primary
train_30988,agriculture habitation partly_cloudy primary road
train_35346,clear primary
train_28013,agriculture haze primary
train_40286,haze primary
train_22884,clear primary
train_8963,agriculture clear habitation primary road
train_19345,agriculture clear habitation primary road
train_27374,partly_cloudy primary
train_25184,partly_cloudy primary
train_27319,agriculture bare_ground clear habitation primary road
train_28190,agriculture clear cultivation primary
train_23772,agriculture clear primary road
train_18338,bare_ground haze primary water
train_36522,blooming clear primary
train_8007,agriculture clear cultivation primary road
train_13658,agriculture clear habitation primary
train_30198,clear primary
train_34255,clear primary
train_22445,clear primary
train_1784,clear primary
train_21777,clear primary
train_13879,clear primary
train_7496,agriculture cultivation partly_cloudy primary road
train_5450,agriculture clear habitation primary road
train_35306,agriculture clear primary road water
train_6554,clear cultivation primary
train_5679,agriculture clear habitation primary road water
train_36424,haze primary water
train_20509,haze primary
train_30386,cloudy
train_10360,clear primary water
train_34513,clear primary road
train_18738,clear primary
train_8964,agriculture partly_cloudy primary
train_38695,agriculture bare_ground clear cultivation primary
train_21693,agriculture clear primary
train_2493,agriculture clear primary
train_15721,agriculture clear primary
train_32670,cloudy
train_3372,clear primary road water
train_21100,clear primary road water
train_6113,clear primary
train_16866,agriculture habitation partly_cloudy primary road
train_17688,agriculture clear habitation primary road water
train_22857,clear primary water
train_37019,partly_cloudy primary
